;ordered;reodered;random;saw;sinusoidal;step;quasi ordered;;ordered;reodered;random;saw;sinusoidal;step;quasi ordered
;;;;;;;;;240,3240324;759,6759676;968,536387;800,10001;593,6906573;2307,099519;2431,247329
;;;;;;;;;240,4240424;759,5759576;918,0436098;810,10001;624,3449436;2308,70355;2372,76489
;;;;;;;;;240,5240524;759,4759476;186,2063129;820,10001;654,5084972;2306,319631;2397,16778
;;;;;;;;;240,6240624;759,3759376;35,03079255;830,10001;684,0622763;2296,433249;2414,874782
;;;;;;;;;240,7240724;759,2759276;27,22862347;840,10001;712,8896458;2300,563999;2439,954033
;;;;;;;;;240,8240824;759,1759176;355,0755578;850,10001;740,8768371;2303,588077;2406,231619
;;;;;;;;;240,9240924;759,0759076;232,4598247;860,10001;767,9133975;2291,58891;2394,174657
;;;;;;;;;241,0241024;758,9758976;136,6990129;870,10001;793,8926261;2308,242158;2450,493835
;;;;;;;;;241,1241124;758,8758876;532,4846937;880,10001;818,7119949;2308,372403;2451,922433
;;;;;;;;;241,2241224;758,7758776;146,1049936;890,10001;842,273553;2290,081171;2442,791722
;;;;;;;;;241,3241324;758,6758676;264,2748663;900,10001;864,4843137;2298,571097;2394,98816
;;;;;;;;;241,4241424;758,5758576;315,1372809;910,10001;885,2566214;2299,828219;2436,981671
;;;;;;;;;241,5241524;758,4758476;96,65886431;920,10001;904,5084972;2290,114918;2381,142766
;;;;;;;;;241,6241624;758,3758376;997,1620462;930,10001;922,1639628;2290,410686;2448,083119
;;;;;;;;;241,7241724;758,2758276;745,2856587;940,10001;938,15334;2294,841037;2445,041146
;;;;;;;;;241,8241824;758,1758176;907,2486119;950,10001;952,4135262;2305,567147;2400,321108
;;;;;;;;;241,9241924;758,0758076;396,1758489;960,10001;964,8882429;2293,577309;2445,599056
;;;;;;;;;242,0242024;757,9757976;958,832537;970,10001;975,5282581;2297,230589;2466,125012
;;;;;;;;;242,1242124;757,8757876;360,1639711;980,10001;984,2915806;2304,726491;2470,845679
;;;;;;;;;242,2242224;757,7757776;844,1863781;990,10001;991,1436254;2309,539468;2469,78204
;;;;;;;;;242,3242324;757,6757676;267,1086949;1000,10001;996,0573507;2307,908851;2456,141717
;;;;;;;;;242,4242424;757,5757576;26,36517839;0,100010001;999,0133642;2408,990829;2418,785844
;;;;;;;;;242,5242524;757,4757476;475,1816612;10,10001;1000;2391,458627;2417,20224
;;;;;;;;;242,6242624;757,3757376;672,1687852;20,10001;999,0133642;2397,63433;2402,166633
;;;;;;;;;242,7242724;757,2757276;933,3205216;30,10001;996,0573507;2408,782814;2404,775582
;;;;;;;;;242,8242824;757,1757176;573,0288967;40,10001;991,1436254;2390,073141;2413,38762
;;;;;;;;;242,9242924;757,0757076;722,5570555;50,10001;984,2915806;2406,129893;2470,476791
;;;;;;;;;243,0243024;756,9756976;442,3805084;60,10001;975,5282581;2402,840858;2466,444595
;;;;;;;;;243,1243124;756,8756876;842,0249795;70,10001;964,8882429;2393,063753;2448,260345
;;;;;;;;;243,2243224;756,7756776;730,1319576;80,10001;952,4135262;2397,731434;2459,869565
;;;;;;;;;243,3243324;756,6756676;253,2168077;90,10001;938,15334;2408,804419;2437,464315
;;;;;;;;;243,4243424;756,5756576;602,8222358;100,10001;922,1639628;2397,999914;2457,469033
;;;;;;;;;243,5243524;756,4756476;288,9352839;110,10001;904,5084972;2393,1479;2439,510327
;;;;;;;;;243,6243624;756,3756376;394,3853944;120,10001;885,2566214;2404,411486;2436,002143
;;;;;;;;;243,7243724;756,2756276;430,7455034;130,10001;864,4843137;2397,761338;2473,551298
;;;;;;;;;243,8243824;756,1756176;879,5878306;140,10001;842,273553;2390,344821;2432,909687
;;;;;;;;;243,9243924;756,0756076;283,9864251;150,10001;818,7119949;2390,091166;2478,933331
;;;;;;;;;244,0244024;755,9755976;211,7215327;160,10001;793,8926261;2397,951368;2429,863335
;;;;;;;;;244,1244124;755,8755876;920,5926644;170,10001;767,9133975;2402,889918;2434,897909
;;;;;;;;;244,2244224;755,7755776;558,6362121;180,10001;740,8768371;2405,349071;2444,019405
;;;;;;;;;244,3244324;755,6755676;525,0551132;190,10001;712,8896458;2399,548247;2427,215219
;;;;;;;;;244,4244424;755,5755576;895,1837219;200,10001;684,0622763;2409,270594;2490,884952
;;;;;;;;;244,5244524;755,4755476;326,0541823;210,10001;654,5084972;2405,127274;2431,882545
;;;;;;;;;244,6244624;755,3755376;605,1561987;220,10001;624,3449436;2405,924483;2398,156135
;;;;;;;;;244,7244724;755,2755276;505,6864793;230,10001;593,6906573;2409,981096;2440,146676
;;;;;;;;;244,8244824;755,1755176;950,0180328;240,10001;562,6666168;2399,884818;2454,922319
;;;;;;;;;244,9244924;755,0755076;875,1519372;250,10001;531,3952598;2399,787834;2455,121392
;;;;;;;;;245,0245025;754,9754975;863,5496355;260,10001;500;2394,177978;2470,103094
;;;;;;;;;245,1245125;754,8754875;658,3647668;270,10001;468,6047402;2395,699721;2426,250845
;;;;;;;;;245,2245225;754,7754775;976,440865;280,10001;437,3333832;2408,552945;2409,61435
;;;;;;;;;245,3245325;754,6754675;625,222881;290,10001;406,3093427;2406,094623;2450,539652
;;;;;;;;;245,4245425;754,5754575;960,073684;300,10001;375,6550564;2402,148928;2467,632086
;;;;;;;;;245,5245525;754,4754475;854,640346;310,10001;345,4915028;2390,371585;2468,569904
;;;;;;;;;245,6245625;754,3754375;15,60836919;320,10001;315,9377237;2398,454502;2483,705658
;;;;;;;;;245,7245725;754,2754275;559,7208611;330,10001;287,1103542;2401,603827;2437,651954
;;;;;;;;;245,8245825;754,1754175;325,0110315;340,10001;259,1231629;2393,891173;2451,45265
;;;;;;;;;245,9245925;754,0754075;135,2611635;350,10001;232,0866025;2402,384851;2485,682738
;;;;;;;;;246,0246025;753,9753975;909,2052553;360,10001;206,1073739;2396,514018;2498,959674
;;;;;;;;;246,1246125;753,8753875;143,986548;370,10001;181,2880051;2391,14814;2493,588799
;;;;;;;;;246,2246225;753,7753775;593,0723132;380,10001;157,726447;2400,001726;2457,687239
;;;;;;;;;246,3246325;753,6753675;780,7373826;390,10001;135,5156863;2407,458039;2431,61148
;;;;;;;;;246,4246425;753,5753575;81,32636331;400,10001;114,7433786;2395,108539;2482,256994
;;;;;;;;;246,5246525;753,4753475;688,9985477;410,10001;95,49150281;2395,287462;2499,641105
;;;;;;;;;246,6246625;753,3753375;327,1864999;420,10001;77,83603725;2390,470034;2511,652332
;;;;;;;;;246,7246725;753,2753275;995,739534;430,10001;61,84665998;2406,455266;2437,67921
;;;;;;;;;246,8246825;753,1753175;117,4991662;440,10001;47,58647377;2404,221885;2492,540869
;;;;;;;;;246,9246925;753,0753075;354,1136758;450,10001;35,11175706;2398,20943;2495,386398
;;;;;;;;;247,0247025;752,9752975;951,3100829;460,10001;24,47174185;2406,417136;2515,232591
;;;;;;;;;247,1247125;752,8752875;928,2604581;470,10001;15,70841944;2401,462646;2459,71212
;;;;;;;;;247,2247225;752,7752775;264,9945733;480,10001;8,856374636;2407,883013;2501,568282
;;;;;;;;;247,3247325;752,6752675;997,0388342;490,10001;3,942649343;2390,780764;2447,812515
;;;;;;;;;247,4247425;752,5752575;321,8246928;500,10001;0,986635786;2390,924939;2484,380073
;;;;;;;;;247,5247525;752,4752475;593,9550935;510,10001;0;2408,644407;2453,959729
;;;;;;;;;247,6247625;752,3752375;807,0785815;520,10001;0,986635786;2399,39074;2517,743163
;;;;;;;;;247,7247725;752,2752275;382,6091507;530,10001;3,942649343;2400,48099;2476,098846
;;;;;;;;;247,8247825;752,1752175;454,6477532;540,10001;8,856374636;2401,197481;2501,446135
;;;;;;;;;247,9247925;752,0752075;246,5701183;550,10001;15,70841944;2403,604942;2509,516684
;;;;;;;;;248,0248025;751,9751975;533,004548;560,10001;24,47174185;2395,115891;2439,558264
;;;;;;;;;248,1248125;751,8751875;267,6898676;570,10001;35,11175706;2395,795685;2507,233076
;;;;;;;;;248,2248225;751,7751775;725,1844301;580,10001;47,58647377;2405,617229;2517,427267
;;;;;;;;;248,3248325;751,6751675;203,941498;590,10001;61,84665998;2404,028622;2511,431384
;;;;;;;;;248,4248425;751,5751575;953,9747127;600,10001;77,83603725;2396,855986;2471,6929
;;;;;;;;;248,5248525;751,4751475;239,1208303;610,10001;95,49150281;2402,603516;2509,037731
;;;;;;;;;248,6248625;751,3751375;164,5450841;620,10001;114,7433786;2395,773154;2484,913706
;;;;;;;;;248,7248725;751,2751275;64,17179129;630,10001;135,5156863;2406,489446;2487,771777
;;;;;;;;;248,8248825;751,1751175;495,038758;640,10001;157,726447;2404,920715;2473,259294
;;;;;;;;;248,9248925;751,0751075;580,5870596;650,10001;181,2880051;2393,899272;2526,227097
;;;;;;;;;249,0249025;750,9750975;862,1258148;660,10001;206,1073739;2391,899426;2470,325436
;;;;;;;;;249,1249125;750,8750875;222,1335118;670,10001;232,0866025;2409,679549;2533,962138
;;;;;;;;;249,2249225;750,7750775;561,7356169;680,10001;259,1231629;2408,967582;2513,306344
;;;;;;;;;249,3249325;750,6750675;107,1246806;690,10001;287,1103542;2393,590329;2515,111412
;;;;;;;;;249,4249425;750,5750575;665,8621545;700,10001;315,9377237;2397,808285;2471,768825
;;;;;;;;;249,5249525;750,4750475;125,4570417;710,10001;345,4915028;2407,464909;2534,236061
;;;;;;;;;249,6249625;750,3750375;768,7076937;720,10001;375,6550564;2397,545321;2523,707574
;;;;;;;;;249,7249725;750,2750275;893,9465766;730,10001;406,3093427;2401,579292;2458,727083
;;;;;;;;;249,8249825;750,1750175;325,2677897;740,10001;437,3333832;2403,169979;2511,300208
;;;;;;;;;249,9249925;750,0750075;545,0783469;750,10001;468,6047402;2408,983854;2545,722385
;;;;;;;;;250,0250025;749,9749975;495,4226651;760,10001;500;2398,609419;2508,61359
;;;;;;;;;250,1250125;749,8749875;976,079906;770,10001;531,3952598;2405,814899;2524,402237
;;;;;;;;;250,2250225;749,7749775;59,51119967;780,10001;562,6666168;2405,011294;2538,261922
;;;;;;;;;250,3250325;749,6749675;313,798874;790,10001;593,6906573;2398,398256;2515,000452
;;;;;;;;;250,4250425;749,5749575;497,9640523;800,10001;624,3449436;2406,660879;2502,226946
;;;;;;;;;250,5250525;749,4749475;676,8144955;810,10001;654,5084972;2404,31692;2520,961943
;;;;;;;;;250,6250625;749,3749375;724,6370494;820,10001;684,0622763;2400,714967;2515,929173
;;;;;;;;;250,7250725;749,2749275;100,1393471;830,10001;712,8896458;2407,091429;2459,694994
;;;;;;;;;250,8250825;749,1749175;678,0001704;840,10001;740,8768371;2402,819242;2513,580693
;;;;;;;;;250,9250925;749,0749075;15,73407873;850,10001;767,9133975;2395,219448;2539,858574
;;;;;;;;;251,0251025;748,9748975;713,6260849;860,10001;793,8926261;2406,975421;2493,360224
;;;;;;;;;251,1251125;748,8748875;669,0457063;870,10001;818,7119949;2399,724676;2471,326038
;;;;;;;;;251,2251225;748,7748775;24,01363143;880,10001;842,273553;2400,005033;2480,628211
;;;;;;;;;251,3251325;748,6748675;719,4665172;890,10001;864,4843137;2390,521533;2508,247591
;;;;;;;;;251,4251425;748,5748575;931,1745546;900,10001;885,2566214;2395,858056;2558,46701
;;;;;;;;;251,5251525;748,4748475;401,6420362;910,10001;904,5084972;2393,779838;2528,672603
;;;;;;;;;251,6251625;748,3748375;679,7650632;920,10001;922,1639628;2394,423861;2533,611127
;;;;;;;;;251,7251725;748,2748275;767,3475031;930,10001;938,15334;2402,205203;2522,855118
;;;;;;;;;251,8251825;748,1748175;173,0155684;940,10001;952,4135262;2404,901232;2519,086297
;;;;;;;;;251,9251925;748,0748075;838,9284427;950,10001;964,8882429;2404,387794;2505,286484
;;;;;;;;;252,0252025;747,9747975;137,0825767;960,10001;975,5282581;2406,338557;2525,896011
;;;;;;;;;252,1252125;747,8747875;533,1173323;970,10001;984,2915806;2396,572068;2541,175381
;;;;;;;;;252,2252225;747,7747775;171,1858204;980,10001;991,1436254;2392,636408;2486,635649
;;;;;;;;;252,3252325;747,6747675;913,2569889;990,10001;996,0573507;2401,508153;2526,638621
;;;;;;;;;252,4252425;747,5747575;907,2659753;1000,10001;999,0133642;2391,057758;2563,427794
;;;;;;;;;252,5252525;747,4747475;431,1114952;0,100010001;1000;2494,47048;2563,079614
;;;;;;;;;252,6252625;747,3747375;25,17746798;10,10001;999,0133642;2503,475248;2488,307291
;;;;;;;;;252,7252725;747,2747275;74,73315394;20,10001;996,0573507;2495,012404;2519,286041
;;;;;;;;;252,8252825;747,1747175;167,8980362;30,10001;991,1436254;2504,982398;2575,647656
;;;;;;;;;252,9252925;747,0747075;421,1469648;40,10001;984,2915806;2494,142737;2556,937164
;;;;;;;;;253,0253025;746,9746975;648,4600704;50,10001;975,5282581;2502,91513;2533,476208
;;;;;;;;;253,1253125;746,8746875;808,2154725;60,10001;964,8882429;2502,794542;2502,660476
;;;;;;;;;253,2253225;746,7746775;151,3296427;70,10001;952,4135262;2497,374675;2506,940679
;;;;;;;;;253,3253325;746,6746675;938,5105481;80,10001;938,15334;2496,624423;2490,319566
;;;;;;;;;253,4253425;746,5746575;215,5460798;90,10001;922,1639628;2499,066748;2490,780783
;;;;;;;;;253,5253525;746,4746475;198,86896;100,10001;904,5084972;2498,279405;2530,98597
;;;;;;;;;253,6253625;746,3746375;501,1439879;110,10001;885,2566214;2496,47947;2523,29708
;;;;;;;;;253,7253725;746,2746275;902,5095431;120,10001;864,4843137;2503,623598;2567,763481
;;;;;;;;;253,8253825;746,1746175;478,6343272;130,10001;842,273553;2500,658666;2515,848113
;;;;;;;;;253,9253925;746,0746075;953,9052372;140,10001;818,7119949;2508,622413;2584,680237
;;;;;;;;;254,0254025;745,9745975;922,7365703;150,10001;793,8926261;2506,370792;2503,893237
;;;;;;;;;254,1254125;745,8745875;797,3294106;160,10001;767,9133975;2501,247371;2569,986612
;;;;;;;;;254,2254225;745,7745775;667,8034035;170,10001;740,8768371;2500,947443;2549,072808
;;;;;;;;;254,3254325;745,6745675;391,9198089;180,10001;712,8896458;2491,795172;2533,490707
;;;;;;;;;254,4254425;745,5745575;417,8054686;190,10001;684,0622763;2503,212398;2593,270224
;;;;;;;;;254,5254525;745,4745475;743,9037457;200,10001;654,5084972;2500,622818;2556,052022
;;;;;;;;;254,6254625;745,3745375;453,6138916;210,10001;624,3449436;2500,607104;2516,552738
;;;;;;;;;254,7254725;745,2745275;717,008334;220,10001;593,6906573;2495,688219;2558,965934
;;;;;;;;;254,8254825;745,1745175;408,4537384;230,10001;562,6666168;2490,028758;2553,753356
;;;;;;;;;254,9254925;745,0745075;52,22913662;240,10001;531,3952598;2497,455014;2595,209694
;;;;;;;;;255,0255026;744,9744974;33,4758398;250,10001;500;2490,677848;2594,927858
;;;;;;;;;255,1255126;744,8744874;913,0350521;260,10001;468,6047402;2507,071734;2543,565784
;;;;;;;;;255,2255226;744,7744774;876,0425156;270,10001;437,3333832;2495,365172;2512,127669
;;;;;;;;;255,3255326;744,6744674;558,9090443;280,10001;406,3093427;2506,119;2510,337791
;;;;;;;;;255,4255426;744,5744574;408,9297521;290,10001;375,6550564;2492,755069;2525,865736
;;;;;;;;;255,5255526;744,4744474;769,482511;300,10001;345,4915028;2506,425416;2576,690315
;;;;;;;;;255,6255626;744,3744374;730,0523328;310,10001;315,9377237;2506,362118;2558,968268
;;;;;;;;;255,7255726;744,2744274;91,83776445;320,10001;287,1103542;2508,47935;2596,834791
;;;;;;;;;255,8255826;744,1744174;425,2339343;330,10001;259,1231629;2493,420735;2524,905703
;;;;;;;;;255,9255926;744,0744074;461,2464276;340,10001;232,0866025;2490,121046;2542,006841
;;;;;;;;;256,0256026;743,9743974;471,2909413;350,10001;206,1073739;2507,91918;2608,522922
;;;;;;;;;256,1256126;743,8743874;139,8228621;360,10001;181,2880051;2492,984874;2566,381147
;;;;;;;;;256,2256226;743,7743774;141,5052749;370,10001;157,726447;2491,479393;2601,414865
;;;;;;;;;256,3256326;743,6743674;766,5466956;380,10001;135,5156863;2498,068773;2596,531653
;;;;;;;;;256,4256426;743,5743574;591,6278313;390,10001;114,7433786;2507,288345;2609,511908
;;;;;;;;;256,5256526;743,4743474;215,7846313;400,10001;95,49150281;2491,900268;2534,280147
;;;;;;;;;256,6256626;743,3743374;154,1902828;410,10001;77,83603725;2506,945789;2547,199738
;;;;;;;;;256,7256726;743,2743274;341,392149;420,10001;61,84665998;2502,025297;2568,142035
;;;;;;;;;256,8256826;743,1743174;211,3807775;430,10001;47,58647377;2494,365776;2561,205345
;;;;;;;;;256,9256926;743,0743074;58,30381644;440,10001;35,11175706;2507,038837;2607,577635
;;;;;;;;;257,0257026;742,9742974;406,2483461;450,10001;24,47174185;2503,358287;2607,492359
;;;;;;;;;257,1257126;742,8742874;89,03968271;460,10001;15,70841944;2504,472491;2594,260722
;;;;;;;;;257,2257226;742,7742774;440,4788599;470,10001;8,856374636;2498,609706;2531,442802
;;;;;;;;;257,3257326;742,6742674;590,0190845;480,10001;3,942649343;2507,743388;2595,174849
;;;;;;;;;257,4257426;742,5742574;409,2974506;490,10001;0,986635786;2498,322482;2556,457724
;;;;;;;;;257,5257526;742,4742474;333,4240092;500,10001;0;2497,122544;2534,794649
;;;;;;;;;257,6257626;742,3742374;936,1691274;510,10001;0,986635786;2506,964742;2616,785041
;;;;;;;;;257,7257726;742,2742274;657,6290836;520,10001;3,942649343;2505,014676;2532,545896
;;;;;;;;;257,8257826;742,1742174;515,9225541;530,10001;8,856374636;2499,050473;2542,593322
;;;;;;;;;257,9257926;742,0742074;235,6270428;540,10001;15,70841944;2509,879412;2615,860842
;;;;;;;;;258,0258026;741,9741974;272,8936706;550,10001;24,47174185;2504,165409;2566,776278
;;;;;;;;;258,1258126;741,8741874;451,511277;560,10001;35,11175706;2508,324592;2607,898441
;;;;;;;;;258,2258226;741,7741774;155,1818506;570,10001;47,58647377;2500,000355;2611,908913
;;;;;;;;;258,3258326;741,6741674;780,8096306;580,10001;61,84665998;2494,49098;2577,965127
;;;;;;;;;258,4258426;741,5741574;290,8529565;590,10001;77,83603725;2495,726301;2608,215533
;;;;;;;;;258,5258526;741,4741474;811,1559599;600,10001;95,49150281;2497,114898;2597,900429
;;;;;;;;;258,6258626;741,3741374;590,3699682;610,10001;114,7433786;2493,574552;2615,884865
;;;;;;;;;258,7258726;741,2741274;815,6849244;620,10001;135,5156863;2495,753252;2564,687976
;;;;;;;;;258,8258826;741,1741174;34,68902879;630,10001;157,726447;2491,772276;2610,178583
;;;;;;;;;258,9258926;741,0741074;390,9067657;640,10001;181,2880051;2496,306084;2581,154299
;;;;;;;;;259,0259026;740,9740974;92,75302798;650,10001;206,1073739;2506,595562;2589,887571
;;;;;;;;;259,1259126;740,8740874;647,0050361;660,10001;232,0866025;2499,462519;2609,435525
;;;;;;;;;259,2259226;740,7740774;710,6414254;670,10001;259,1231629;2507,815164;2607,864411
;;;;;;;;;259,3259326;740,6740674;27,16803461;680,10001;287,1103542;2505,385643;2597,220955
;;;;;;;;;259,4259426;740,5740574;859,1996743;690,10001;315,9377237;2493,296173;2616,04778
;;;;;;;;;259,5259526;740,4740474;562,3706258;700,10001;345,4915028;2493,849336;2577,279586
;;;;;;;;;259,6259626;740,3740374;652,8367726;710,10001;375,6550564;2504,688865;2565,230329
;;;;;;;;;259,7259726;740,2740274;639,9530801;720,10001;406,3093427;2491,646977;2560,839425
;;;;;;;;;259,8259826;740,1740174;817,51024;730,10001;437,3333832;2498,031513;2578,630881
;;;;;;;;;259,9259926;740,0740074;650,9368907;740,10001;468,6047402;2503,96765;2621,776737
;;;;;;;;;260,0260026;739,9739974;979,6914743;750,10001;500;2506,86377;2612,096552
;;;;;;;;;260,1260126;739,8739874;840,7355077;760,10001;531,3952598;2504,043538;2632,227165
;;;;;;;;;260,2260226;739,7739774;440,7412493;770,10001;562,6666168;2491,236468;2621,85945
;;;;;;;;;260,3260326;739,6739674;339,5343426;780,10001;593,6906573;2491,760991;2622,3307
;;;;;;;;;260,4260426;739,5739574;673,9340874;790,10001;624,3449436;2491,396938;2593,704371
;;;;;;;;;260,5260526;739,4739474;312,5764542;800,10001;654,5084972;2507,596726;2558,6913
;;;;;;;;;260,6260626;739,3739374;445,8105542;810,10001;684,0622763;2501,970608;2609,699028
;;;;;;;;;260,7260726;739,2739274;763,4138356;820,10001;712,8896458;2504,917521;2645,396019
;;;;;;;;;260,8260826;739,1739174;426,4358221;830,10001;740,8768371;2502,717841;2614,49896
;;;;;;;;;260,9260926;739,0739074;485,1408043;840,10001;767,9133975;2496,333128;2628,946179
;;;;;;;;;261,0261026;738,9738974;191,023666;850,10001;793,8926261;2491,928868;2653,569331
;;;;;;;;;261,1261126;738,8738874;308,0874637;860,10001;818,7119949;2490,9868;2659,400932
;;;;;;;;;261,2261226;738,7738774;821,47442;870,10001;842,273553;2490,480164;2659,043508
;;;;;;;;;261,3261326;738,6738674;223,1645145;880,10001;864,4843137;2490,993147;2582,600185
;;;;;;;;;261,4261426;738,5738574;654,9705182;890,10001;885,2566214;2507,140802;2597,028995
;;;;;;;;;261,5261526;738,4738474;595,9071388;900,10001;904,5084972;2509,775263;2637,979485
;;;;;;;;;261,6261626;738,3738374;146,3230309;910,10001;922,1639628;2503,225516;2606,594125
;;;;;;;;;261,7261726;738,2738274;267,1001838;920,10001;938,15334;2495,402443;2634,783435
;;;;;;;;;261,8261826;738,1738174;893,4869419;930,10001;952,4135262;2500,05821;2597,480862
;;;;;;;;;261,9261926;738,0738074;172,5502732;940,10001;964,8882429;2505,769748;2577,544531
;;;;;;;;;262,0262026;737,9737974;614,6575756;950,10001;975,5282581;2491,154808;2593,249396
;;;;;;;;;262,1262126;737,8737874;759,791406;960,10001;984,2915806;2497,668731;2657,737356
